ID,City,Province,SALEDT,Price,SQFT,RMTOT,RMBED,BATH,FLR1AREA,BSMT,HEATSYS,ATTIC,SFLA,GRADE,SALE_YEAR,SALE_MONTH,EFF_AGE,Style
19433,44,2,2015-10-05,164000,66690,3,3,1,1221,5,3,1,1221,C,-3,10,30,U
19434,81,3,2013-02-18,370000,8001,4,4,2,1801,7,2,0,2666,C,-5,2,3,U
19435,54,2,2015-11-02,250000,16500,5,5,1,2462,7,1,1,3216,C,-3,11,55,S
19436,80,3,2015-01-29,196000,103673,3,3,2,1240,7,1,0,2294,C,-3,1,17,U
19437,54,2,2013-09-27,220000,27878,3,3,1,952,7,3,1,1523,C,-5,9,35,U
19438,67,3,2017-06-19,77500,124146,4,4,1,973,5,1,1,1118,C,-1,6,447,U
19439,54,2,2017-03-22,310000,6428,3,3,3,1440,7,1,1,2202,C,-1,3,32,B
19440,54,2,2017-11-15,260000,23062,3,3,1,825,7,3,1,825,C,-1,11,28,U
19441,72,1,2015-12-22,245000,13500,3,3,2,1215,7,1,1,1951,C,-3,12,32,B
19442,48,2,2015-07-16,325000,32000,4,4,2,1962,7,3,1,2849,C,-3,7,18,U
19443,54,2,2015-11-26,422500,49077,3,3,3,1829,7,2,0,2542,C,-3,11,5,S
19444,54,2,2013-02-06,246500,6018,3,3,2,660,7,1,1,1614,C,-5,2,19,U
19445,54,2,2015-08-17,261000,6620,3,3,2,1155,7,3,1,1768,C,-3,8,33,U
19446,54,2,2016-10-14,554887,11395,14,4,3,1434,5,5,1,3442,B,-2,10,4,U
19447,54,2,2013-05-21,363000,112210,3,3,2,1382,7,1,1,1884,C,-5,5,6,U
19448,54,2,2013-07-03,251000,14631,3,3,1,683,5,3,1,1532,C,-5,7,25,U
19449,74,2,2017-05-19,82100,14602,4,3,1,1150,7,1,1,1120,D,-1,5,48,U
19450,69,1,2016-12-15,190000,85029,3,3,1,2018,7,1,1,1892,C,-2,12,36,U
19451,43,2,2014-10-24,174000,9540,3,3,2,1071,7,2,1,1906,C,-4,10,21,B
19452,81,3,2015-09-01,375000,36787,6,6,2,1710,7,1,1,2993,A,-3,9,49,U
19453,54,2,2016-11-30,204700,6822,3,3,2,888,7,3,1,1573,C,-2,11,22,B
19454,80,3,2013-07-05,190000,100188,3,3,1,1232,7,2,0,1232,C,-5,7,6,U
19455,76,2,2014-09-24,102500,8000,3,3,1,1008,7,2,1,1026,C,-4,9,33,U
19456,95,1,2017-10-12,72500,21500,1,1,1,600,3,2,0,600,D,-1,10,5,U
19457,75,2,2016-10-21,110000,19375,3,3,1,910,2,5,1,1125,C,-2,10,49,U
19458,54,2,2015-07-16,392000,8827,3,3,2,1183,7,1,1,2326,B,-3,7,12,U
19459,54,2,2016-03-18,325000,16000,3,3,2,911,7,2,1,1860,C,-2,3,31,U
19460,54,2,2014-05-29,240676,6080,3,3,2,820,7,2,1,1940,C,-4,5,1,H
19461,47,2,2017-07-05,162500,35000,3,3,2,1232,7,3,1,1232,D,-1,7,55,U
19462,66,3,2016-08-11,52500,89925,3,3,1,784,2,3,1,714,D,-2,8,49,U
19463,54,2,2014-10-23,190000,13467,1,1,1,780,2,2,1,1560,C,-4,10,21,U
19464,72,1,2014-11-10,60000,18500,2,2,1,560,1,3,1,560,E,-4,11,39,U
19465,54,2,2017-05-29,460000,40000,3,3,3,2362,7,5,1,2194,B,-1,5,12,U
19466,67,3,2013-11-18,129000,20221,3,3,1,925,7,2,1,925,D,-5,11,27,U
19467,54,2,2013-05-09,54500,39271,3,3,1,730,2,6,1,710,D,-5,5,453,U
19468,33,3,2016-07-28,193000,20000,3,3,1,1456,7,2,1,2106,C,-2,7,34,U
19469,33,3,2017-05-25,8500,4000,4,4,3,932,6,1,1,2026,B,-1,5,428,U
19470,87,1,2015-08-14,182000,100188,3,3,1,1344,7,2,1,1696,C,-3,8,11,U
19471,20,1,2013-07-24,180000,21000,4,4,2,1148,7,2,1,1687,C,-5,7,25,B
19472,54,2,2013-06-13,345000,5005,4,4,2,935,7,2,0,2025,C,-5,6,3,U
19473,54,2,2017-04-26,482500,6103,4,4,3,1301,5,5,0,3126,B,-1,4,4,U
19474,54,2,2015-07-30,500000,351965,4,4,4,585,2,1,1,2284,C,-3,7,30,U
19475,54,2,2015-10-29,195000,7254,3,3,2,684,7,2,1,1652,C,-3,10,20,R
19476,54,2,2016-07-14,259500,4393,3,3,1,660,7,2,1,1747,C,-2,7,22,U
19477,69,1,2013-07-17,330000,13337,3,3,2,2807,3,4,0,2301,C,-5,7,2,U
19478,59,2,2016-12-19,387500,75819,3,3,3,1648,7,4,0,2260,C,-2,12,5,B
19479,54,2,2015-11-09,355000,4500,4,4,2,720,7,3,1,1080,C,-3,11,21,U
19480,84,3,2013-06-28,46000,9000,1,1,1,815,4,3,1,665,D,-5,6,458,U
19481,83,3,2015-09-29,130000,10000,3,2,3,1176,7,1,1,1476,C,-3,9,38,U
19482,69,1,2016-09-30,280000,12595,4,4,2,1528,7,1,1,2212,B,-2,9,18,U
19483,33,3,2017-11-09,140000,10000,3,3,1,1854,5,3,1,1746,C,-1,11,462,U
19484,54,2,2017-08-31,250000,7529,2,2,2,1260,7,1,1,2046,C,-1,8,32,S
19485,54,2,2017-08-02,184900,5000,3,3,1,728,7,3,1,1092,C,-1,8,40,U
19486,54,2,2017-11-15,344000,5035,3,2,1,577,3,3,1,692,C,-1,11,32,U
19487,69,1,2016-05-31,78000,6051,3,3,1,1006,1,6,1,1006,E,-2,5,44,U
19488,54,2,2017-09-15,415000,9493,4,4,2,1309,7,3,1,2400,B,-1,9,22,U
19489,33,3,2016-06-30,285000,10800,5,5,3,1504,7,1,1,2682,C,-2,6,15,U
19490,54,2,2014-04-17,512000,10616,5,5,3,1698,7,1,1,3286,B,-4,4,9,U
19491,54,2,2013-09-10,170000,10800,4,4,1,1560,2,3,1,1264,D,-5,9,40,U
19492,54,2,2017-05-29,650061,96043,3,3,2,4121,1,5,0,2986,B,-1,5,2,U
19493,33,3,2017-12-08,30000,7125,3,3,1,546,1,4,1,918,C,-1,12,452,H
19494,54,2,2016-06-29,186000,6058,4,4,2,1104,7,2,1,1604,C,-2,6,39,U
19495,59,2,2013-09-27,237000,84690,3,3,2,1360,7,2,0,1360,C,-5,9,3,U
19496,54,2,2017-07-25,367000,80431,3,3,3,1410,7,2,0,2120,C,-1,7,8,B
19497,20,1,2017-07-25,118200,13500,2,2,2,954,7,1,1,1504,C,-1,7,38,U
19498,54,2,2017-06-29,194750,6420,4,4,1,1009,7,3,1,1802,C,-1,6,43,B
19499,54,2,2013-10-30,302000,21259,3,3,3,1575,7,5,0,2245,C,-5,10,2,U
19500,43,2,2015-08-13,105000,185566,2,2,1,1182,1,2,1,1182,D,-3,8,35,U
19501,69,1,2013-08-23,244000,34700,3,3,1,1466,7,2,1,2350,C,-5,8,20,U
19502,33,3,2015-07-29,76900,1898,2,2,1,610,2,2,1,816,C,-3,7,38,U
19503,54,2,2017-10-02,205000,6600,3,3,1,952,7,2,1,1732,C,-1,10,39,U
19504,59,2,2013-06-21,140000,8000,2,2,1,857,5,3,1,713,D,-5,6,33,U
19505,47,2,2017-11-15,30000,7645,3,3,1,926,7,1,1,1470,C,-1,11,51,U
19506,33,3,2016-09-30,19000,6413,3,3,1,680,1,3,1,880,C,-2,9,436,H
19507,44,2,2015-07-30,111500,3850,3,3,2,714,6,3,1,1133,C,-3,7,49,U
19508,69,1,2015-07-29,312000,18677,4,4,3,1855,7,1,0,2515,C,-3,7,6,U
19509,75,2,2014-04-22,295000,127631,3,3,1,1264,7,1,1,1632,C,-4,4,9,U
19510,83,3,2013-07-15,180000,7500,4,4,1,1113,7,1,1,2226,B,-5,7,39,U
19511,23,1,2017-06-15,71000,17410,3,3,2,698,5,3,1,939,C,-1,6,39,U
19512,54,2,2014-06-26,279937,40030,3,3,1,988,1,2,1,1988,C,-4,6,6,U
19513,74,2,2013-10-04,233500,0,3,3,1,1107,2,2,1,1107,C,-5,10,25,U
19514,43,2,2015-10-05,134000,10200,3,3,1,1008,7,3,1,888,D,-3,10,35,U
19515,82,3,2014-06-27,74000,2960,3,3,1,829,7,3,1,863,C,-4,6,39,U
19516,54,2,2016-11-23,72500,0,3,3,3,754,7,5,1,2064,C,-2,11,2,U
19517,33,3,2016-08-18,187000,7500,3,3,1,1104,7,3,1,1104,C,-2,8,28,U
19518,80,3,2017-01-06,125000,34193,3,3,1,1434,7,2,1,1104,C,-1,1,34,U
19519,54,2,2016-10-11,648800,89171,5,5,4,1947,7,5,0,2996,B,-2,10,2,U
19520,47,2,2014-09-30,135000,11000,3,3,1,2160,7,1,1,2160,C,-4,9,39,U
19521,76,2,2016-01-15,140000,11800,4,4,2,1156,7,1,1,1937,C,-2,1,42,U
19522,54,2,2015-06-30,310000,73623,3,3,2,1748,7,1,1,2078,C,-3,6,11,U
19523,54,2,2015-12-04,239000,3593,4,4,2,654,7,5,1,1748,C,-3,12,21,H
19524,54,2,2016-02-19,123625,5492,4,4,3,1416,5,5,0,3537,C,-2,2,3,U
19525,44,2,2017-01-31,165000,7011,6,6,2,1152,7,2,1,2203,C,-1,1,21,S
19526,54,2,2016-11-18,150000,66000,3,3,1,924,7,3,1,1024,D,-2,11,28,U
19527,54,2,2017-12-12,305000,2940,2,2,2,878,5,5,1,2082,B,-1,12,7,R
19528,33,3,2014-04-09,158000,5916,3,3,1,864,7,1,1,864,C,-4,4,23,U
19529,89,1,2016-02-11,69900,4116,4,4,1,621,2,1,1,998,C,-2,2,81,U
19530,54,2,2013-07-31,302500,10710,5,5,2,1633,7,1,1,2516,C,-5,7,43,U
19531,54,2,2016-12-15,452700,9010,5,5,2,1898,7,1,1,2944,B,-2,12,28,U
19532,67,3,2013-04-18,93000,20579,1,1,1,576,1,2,1,576,D,-5,4,33,U
19533,47,2,2014-08-15,239900,186287,3,3,2,1410,7,2,1,1512,C,-4,8,20,B
19534,54,2,2015-10-02,350000,49899,3,3,2,1272,7,1,1,3224,C,-3,10,33,U
19535,75,2,2013-06-28,120000,30138,3,3,1,1040,7,3,1,1040,C,-5,6,36,U
19536,71,1,2013-08-02,130000,7857,3,3,1,1014,7,3,1,1470,C,-5,8,43,U
19537,98,1,2014-08-28,24000,3229,4,4,2,998,7,2,1,1484,D,-4,8,439,U
19538,74,2,2016-04-27,404790,2639,3,3,5,916,7,2,1,3520,B,-2,4,13,U
19539,54,2,2013-04-18,337000,112976,3,3,2,902,7,1,0,1804,C,-5,4,4,U
19540,54,2,2017-10-04,1149000,32021,6,6,4,2422,7,5,1,5090,A,-1,10,11,U
19541,76,2,2014-07-17,182500,8086,3,3,2,990,7,2,1,2028,C,-4,7,34,U
19542,54,2,2017-09-14,355000,2716,5,5,3,880,7,2,0,2254,C,-1,9,4,H
19543,54,2,2014-08-14,389000,5400,3,3,2,1556,5,3,1,2076,C,-4,8,26,U
19544,54,2,2017-05-08,170000,5385,3,3,1,570,7,3,1,1159,C,-1,5,25,H
19545,54,2,2016-12-19,231500,6400,3,3,1,1148,7,3,1,1448,C,-2,12,35,U
19546,54,2,2014-10-20,152500,3005,3,3,1,540,7,1,1,1100,C,-4,10,24,H
19547,54,2,2015-07-31,230000,13200,2,2,1,725,7,3,1,1248,C,-3,7,35,U
19548,81,3,2013-03-26,120000,5220,2,2,2,670,3,3,1,1011,C,-5,3,37,U
19549,54,2,2013-02-21,174000,8900,3,3,1,828,7,2,1,1208,C,-5,2,20,B
19550,54,2,2017-11-09,258000,26442,3,3,2,1036,1,1,1,1591,C,-1,11,20,U
19551,80,3,2017-10-20,85000,51401,1,1,1,320,2,2,1,722,C,-1,10,36,U
19552,33,3,2017-12-14,75000,10666,2,2,1,811,5,3,1,811,C,-1,12,34,U
19553,69,1,2017-03-13,65000,41440,3,3,1,1002,6,3,1,1002,D,-1,3,48,U
19554,87,1,2016-06-14,45000,248292,3,3,1,400,2,6,1,600,D,-2,6,60,U
19555,75,2,2017-05-01,244000,91040,3,3,1,1371,3,6,1,1553,C,-1,5,25,U
19556,80,3,2014-05-15,183500,183823,3,3,1,1188,2,2,1,1188,C,-4,5,8,U
19557,54,2,2015-10-06,299900,6327,4,4,2,720,7,2,1,1858,C,-3,10,21,U
19558,75,2,2014-06-13,135000,20088,3,3,1,1064,7,3,1,1064,C,-4,6,45,U
19559,54,2,2013-10-31,195500,27110,2,2,1,1976,1,5,1,2964,C,-5,10,3,U
19560,54,2,2016-03-21,365974,3000,4,4,1,1040,7,5,0,2580,C,-2,3,2,R
19561,67,3,2015-09-18,50000,740520,3,3,1,585,2,2,1,756,C,-3,9,463,U
19562,33,3,2014-06-20,147000,20414,3,3,1,781,7,2,1,1029,C,-4,6,20,B
19563,54,2,2017-05-18,250000,3200,3,3,1,672,2,3,1,1008,B,-1,5,29,U
19564,69,1,2017-08-18,184000,12995,3,3,1,1232,3,4,0,1232,C,-1,8,7,U
19565,54,2,2013-10-24,401500,5000,7,7,3,929,7,1,1,2299,C,-5,10,28,S
19566,54,2,2014-03-10,282500,61768,4,4,2,1050,7,1,1,1585,C,-4,3,17,B
19567,92,1,2017-08-15,250000,936540,3,3,2,900,7,2,0,1575,C,-1,8,9,U
19568,54,2,2013-01-24,100000,0,6,6,1,540,1,1,1,540,E,-5,1,43,U
19569,54,2,2016-10-21,300000,22700,3,3,1,896,3,1,1,1792,C,-2,10,28,U
19570,33,3,2017-12-05,362500,52272,4,4,2,2429,3,2,1,2429,B,-1,12,35,U
19571,43,2,2017-03-31,300000,36955,3,3,2,1180,2,1,1,2307,C,-1,3,13,U
19572,89,1,2016-10-20,625000,51836,3,3,3,1908,1,4,1,2362,B,-2,10,22,U
19573,76,2,2017-12-01,169420,2756,5,5,3,899,7,2,1,2472,C,-1,12,37,U
19574,76,2,2013-09-12,150000,7500,3,3,1,1055,7,3,1,1379,C,-5,9,39,U
19575,47,2,2014-01-31,37000,32330,3,3,1,1094,2,3,1,2068,C,-4,1,454,U
19576,54,2,2015-11-24,211000,6000,4,4,2,1128,7,1,1,1628,C,-3,11,34,U
19577,54,2,2013-07-05,159900,6599,3,3,1,522,7,3,1,1272,C,-5,7,33,H
19578,48,2,2017-07-14,180000,7825,4,4,2,1120,7,2,1,1824,C,-1,7,12,U
19579,54,2,2014-03-17,171500,3011,3,3,1,715,7,2,1,1337,C,-4,3,15,H
19580,54,2,2013-01-15,294000,11494,3,3,2,862,7,5,0,2298,C,-5,1,2,U
19581,54,2,2013-03-01,235900,4000,4,4,1,800,7,4,1,1378,C,-5,3,80,U
19582,33,3,2016-06-17,45000,5000,2,2,1,600,7,1,1,870,E,-2,6,71,U
19583,88,1,2014-07-07,93000,54886,3,3,1,1080,7,3,1,1288,C,-4,7,37,U
19584,33,3,2017-03-29,110000,5000,3,3,1,816,7,5,1,1451,C,-1,3,20,U
19585,47,2,2014-01-30,185000,87556,3,3,2,1352,7,3,1,1920,C,-4,1,12,U
19586,54,2,2016-08-05,620000,23326,3,3,3,1613,7,1,1,2413,C,-2,8,11,U
19587,33,3,2017-10-19,92500,10575,3,3,1,1092,2,1,1,1092,C,-1,10,19,U
19588,44,2,2014-06-30,112500,5350,3,3,1,638,7,3,1,1053,C,-4,6,44,U
19589,33,3,2014-03-06,160000,48787,3,3,2,1456,2,1,1,1456,C,-4,3,10,U
19590,80,3,2017-03-31,65000,87120,2,2,1,856,1,6,1,720,E,-1,3,36,U
19591,80,3,2013-09-04,200000,39765,4,4,2,1066,7,3,1,1687,C,-5,9,25,U
19592,54,2,2015-12-04,80000,3500,4,4,1,594,6,3,1,1188,C,-3,12,49,U
19593,54,2,2013-10-31,190000,5985,5,5,2,745,7,3,1,1506,C,-5,10,66,U
19594,33,3,2015-07-20,120000,111513,2,2,1,768,6,3,1,768,C,-3,7,29,U
19595,54,2,2016-02-23,177000,6600,2,2,1,1094,7,3,1,1374,C,-2,2,41,U
19596,54,2,2016-11-28,280000,3874,3,3,1,740,7,2,1,1809,C,-2,11,21,H
19597,54,2,2016-07-26,284000,61356,3,3,1,1144,7,2,0,1594,C,-2,7,7,U
19598,69,1,2017-08-31,174500,15000,5,5,2,1335,7,2,1,1955,C,-1,8,27,U
19599,33,3,2014-01-23,173000,69474,3,3,2,1496,7,2,1,2102,C,-4,1,30,U
19600,54,2,2013-10-30,188000,9382,3,3,1,798,5,3,1,1197,C,-5,10,63,U
19601,54,2,2015-10-16,256045,6904,4,4,2,1120,7,1,1,2072,C,-3,10,30,B
19602,81,3,2014-09-16,66000,6500,3,3,1,1147,3,3,1,1163,C,-4,9,459,U
19603,54,2,2016-03-24,292500,2865,3,3,2,704,7,1,1,1675,C,-2,3,16,H
19604,69,1,2013-07-30,257000,13465,3,3,1,897,7,2,1,2278,C,-5,7,20,U
19605,47,2,2016-01-20,240000,143748,2,2,2,1116,7,3,1,1725,C,-2,1,29,U
19606,69,1,2014-05-28,200000,49144,3,3,1,1472,5,2,1,1448,C,-4,5,26,S
19607,33,3,2017-11-03,139000,9500,3,3,2,912,7,3,1,1609,C,-1,11,22,U
19608,54,2,2016-01-08,291500,138956,3,3,1,1552,7,1,1,2217,C,-2,1,21,U
19609,59,2,2014-06-02,282000,20125,2,2,2,1600,2,2,0,1600,C,-4,6,3,U
19610,60,2,2015-11-12,215000,12600,4,4,3,924,7,2,1,2184,C,-3,11,28,U
19611,54,2,2015-08-14,324250,50336,3,3,2,1543,7,1,1,2264,C,-3,8,19,U
19612,54,2,2014-05-14,84000,4400,1,1,1,480,6,3,1,480,D,-4,5,42,U
19613,44,2,2017-10-10,135000,10080,3,3,2,1771,7,3,1,1771,C,-1,10,48,U
19614,54,2,2015-10-08,327000,50224,3,3,3,1456,7,2,0,2593,C,-3,10,7,U
19615,54,2,2016-11-14,321000,40005,4,4,2,1234,7,1,1,1737,C,-2,11,14,B
19616,54,2,2016-06-17,276000,7320,3,3,2,1144,7,3,1,1469,C,-2,6,39,U
19617,54,2,2016-07-28,230000,18000,3,3,1,1357,7,1,1,1401,C,-2,7,21,B
19618,98,1,2014-08-28,165000,13800,3,3,1,1676,5,1,1,1993,C,-4,8,41,S
19619,54,2,2017-07-27,397566,34313,3,3,3,1380,7,2,0,2208,B,-1,7,1,S
19620,33,3,2016-10-17,95000,13357,2,2,1,726,7,1,1,900,C,-2,10,39,U
19621,54,2,2013-10-30,182000,6312,2,2,1,588,7,3,1,1170,C,-5,10,39,U
19622,48,2,2016-09-30,140000,10000,3,3,2,1034,7,4,1,1612,C,-2,9,25,B
19623,33,3,2017-09-13,45000,5000,2,2,1,352,2,3,1,904,C,-1,9,49,U
19624,96,1,2016-05-05,32000,209524,4,4,1,851,2,1,1,1229,C,-2,5,441,U
19625,54,2,2016-12-15,225000,10248,3,3,2,1200,7,3,1,2020,C,-2,12,35,U
19626,80,3,2016-05-31,143000,14200,5,5,1,1056,7,2,1,1878,C,-2,5,23,B
19627,54,2,2017-09-21,260000,6246,3,3,1,600,7,1,1,1526,C,-1,9,16,U
19628,54,2,2014-06-19,400000,39131,3,3,3,1486,7,1,1,2534,C,-4,6,15,U
19629,54,2,2017-06-23,335000,7800,4,4,2,1580,7,3,1,2624,C,-1,6,47,U
19630,97,1,2013-11-07,55000,26784,4,4,1,954,5,3,1,1145,C,-5,11,458,U
19631,54,2,2017-06-01,374500,6434,5,5,3,1372,7,2,1,3060,C,-1,6,31,U
19632,33,3,2016-09-09,130000,10000,3,3,1,1040,7,3,1,1742,C,-2,9,34,U
19633,54,2,2017-11-14,260000,57007,5,5,2,1350,7,1,1,2426,C,-1,11,18,B
19634,75,2,2017-08-24,135000,44867,3,3,1,960,5,3,1,1634,C,-1,8,39,U
19635,25,1,2013-09-27,121000,8500,3,3,2,1085,7,3,1,1805,C,-5,9,58,U
19636,47,2,2015-08-21,124000,10000,3,3,2,1638,7,1,1,1638,C,-3,8,16,U
19637,43,2,2015-09-04,225000,87120,4,4,2,1440,7,1,1,2620,C,-3,9,45,U
19638,54,2,2015-07-30,330000,7610,5,4,1,1496,7,1,1,2618,C,-3,7,44,B
19639,75,2,2013-07-31,175000,33500,3,3,1,1014,7,3,1,1014,C,-5,7,32,U
19640,54,2,2016-05-24,383000,9367,2,2,3,1182,7,2,1,2694,B,-2,5,21,U
19641,54,2,2016-02-22,253500,6583,4,4,2,1280,7,1,1,1712,C,-2,2,21,B
19642,89,1,2017-07-21,150000,29130,2,2,1,720,1,2,1,720,D,-1,7,22,U
19643,54,2,2013-11-08,461000,4815,4,4,1,858,7,1,1,1819,B,-5,11,433,U
19644,54,2,2013-08-19,191700,6537,2,2,1,850,7,2,1,1227,C,-5,8,27,B
19645,75,2,2017-08-28,240000,0,3,3,1,1456,7,1,1,1501,C,-1,8,26,B
19646,69,1,2017-11-30,95000,7764,2,2,1,557,5,3,1,764,D,-1,11,28,U
19647,54,2,2017-01-30,150000,7080,3,3,1,975,7,3,1,1325,C,-1,1,43,B
19648,54,2,2016-11-15,575000,5628,3,3,2,1357,7,1,1,2847,B,-2,11,41,U
19649,54,2,2013-09-30,347891,6282,3,3,2,1390,5,2,0,2612,C,-5,9,1,U
19650,47,2,2013-08-20,58000,26110,2,2,1,896,7,3,1,896,D,-5,8,21,U
19651,54,2,2014-03-24,153200,15700,3,3,2,1624,7,1,1,2436,C,-4,3,459,U
19652,54,2,2013-01-31,626632,1701349,3,3,3,1666,7,2,0,3205,B,-5,1,1,U
19653,33,3,2013-03-27,122000,5646,3,3,1,619,2,3,1,813,C,-5,3,21,U
19654,64,3,2016-03-04,89000,33250,3,3,1,1056,7,1,1,1056,C,-2,3,40,U
19655,27,3,2017-11-24,47500,13000,3,3,1,656,1,1,1,656,E,-1,11,452,U
19656,54,2,2013-06-19,499000,64382,3,3,3,1574,7,5,0,2388,C,-5,6,3,U
19657,54,2,2017-06-29,525000,2100,3,3,3,1020,5,2,1,2545,B,-1,6,29,R
19658,43,2,2016-10-14,178900,63162,5,5,2,1134,7,3,1,2622,B,-2,10,42,U
19659,66,3,2017-06-30,170000,80586,2,2,2,715,7,3,1,1563,B,-1,6,35,U
19660,54,2,2017-12-29,259400,0,3,3,3,748,7,2,0,1996,C,-1,12,0,U
19661,54,2,2017-04-25,395000,5450,8,8,3,1120,7,3,1,2994,C,-1,4,27,S
19662,54,2,2014-03-27,452528,96912,3,3,3,2138,7,5,0,1940,C,-4,3,0,U
19663,71,1,2014-04-07,50000,12409,4,4,2,1563,7,5,1,1563,C,-4,4,5,B
19664,54,2,2017-08-31,176000,4497,4,4,1,616,7,2,1,1615,C,-1,8,28,H
19665,54,2,2016-11-18,200000,5300,3,3,1,858,7,1,1,1008,C,-2,11,46,U
19666,75,2,2013-07-30,125000,50530,3,3,1,750,2,3,1,1651,C,-5,7,43,U
19667,54,2,2013-07-30,389900,7507,3,3,2,1570,1,1,1,2152,C,-5,7,16,U
19668,54,2,2013-07-08,306000,17325,4,4,2,1032,7,2,1,2113,C,-5,7,12,U
19669,80,3,2017-07-28,242000,10077,3,3,3,1440,7,5,1,1916,C,-1,7,10,U
19670,20,1,2014-04-30,155000,15610,4,4,2,2288,7,2,1,2288,C,-4,4,30,S
19671,33,3,2014-11-20,129000,25686,3,3,1,1401,2,3,1,1401,C,-4,11,33,U
19672,54,2,2013-03-18,335000,66833,3,3,2,1941,7,2,0,2434,C,-5,3,5,U
19673,54,2,2013-07-12,440000,4880,4,4,3,1285,5,5,0,2877,C,-5,7,6,U
19674,54,2,2017-08-18,320000,5000,4,4,1,780,7,3,1,1809,C,-1,8,48,U
19675,54,2,2013-06-05,429900,4432,3,3,2,960,7,4,0,2244,B,-5,6,2,H
19676,54,2,2015-09-16,525000,15000,4,4,2,1037,5,1,1,2234,B,-3,9,18,U
19677,21,1,2014-07-04,82000,3767,3,3,2,654,2,5,1,1056,C,-4,7,34,U
19678,80,3,2015-12-21,228500,228254,3,3,2,1703,7,2,1,1703,C,-3,12,25,U
19679,54,2,2016-08-02,229000,19263,3,3,2,1050,7,2,1,1730,C,-2,8,28,U
19680,54,2,2017-06-29,171000,4789,3,3,1,680,7,2,1,1273,C,-1,6,21,B
19681,80,3,2016-08-05,175000,25274,3,3,1,1356,7,3,1,1356,C,-2,8,23,U
19682,59,2,2015-09-28,268500,28500,3,3,3,1344,7,5,1,2344,C,-3,9,19,U
19683,69,1,2017-02-01,200000,40000,6,6,3,2636,7,1,1,3114,C,-1,2,27,B
19684,60,2,2017-06-13,70000,2866248,4,4,1,915,6,3,1,1780,C,-1,6,81,U
19685,54,2,2013-10-18,376500,2673,3,3,1,565,7,3,1,1206,B,-5,10,33,U
19686,59,2,2016-01-22,286400,1524600,3,3,1,810,7,2,1,1780,C,-2,1,22,U
19687,71,1,2017-12-29,157500,7000,3,3,1,1008,7,3,1,1008,C,-1,12,36,U
19688,28,3,2014-06-30,205000,8660,4,4,1,1092,7,2,1,1753,C,-4,6,21,U
19689,60,2,2017-02-01,65000,15000,1,1,1,696,5,3,1,696,D,-1,2,42,U
19690,54,2,2013-03-12,241000,8400,4,4,2,1110,7,1,1,1819,C,-5,3,26,B
19691,54,2,2016-10-28,330000,28279,3,3,3,1388,7,1,1,2589,C,-2,10,14,U
19692,54,2,2013-04-26,575000,5067,4,4,1,881,1,1,1,2353,C,-5,4,453,U
19693,54,2,2016-07-14,232500,3267,3,3,1,649,7,2,1,1623,C,-2,7,11,U
19694,54,2,2013-03-28,150000,3200,3,3,1,562,7,3,1,1139,C,-5,3,31,R
19695,71,1,2015-07-10,147500,8719,3,3,1,1144,7,3,1,1452,C,-3,7,42,U
19696,43,2,2015-08-05,167000,250470,2,2,1,1147,7,3,1,1147,C,-3,8,36,U
19697,54,2,2017-03-01,325000,196020,3,3,3,1552,7,2,1,2442,C,-1,3,17,S
19698,54,2,2013-07-10,190750,5011,3,3,1,714,7,2,1,1320,C,-5,7,17,H
19699,54,2,2017-09-28,193999,3250,3,3,1,680,7,2,1,1272,C,-1,9,22,B
19700,54,2,2016-05-17,338000,3503,4,4,3,1005,5,1,0,2405,C,-2,5,3,R
19701,87,1,2014-05-30,20000,12748,2,2,1,795,2,2,1,924,D,-4,5,458,U
19702,69,1,2013-08-13,225000,12247,4,4,2,1400,7,2,1,2236,C,-5,8,25,B
19703,64,3,2013-05-06,31000,41281,3,3,2,2456,7,2,0,2456,C,-5,5,5,U
19704,80,3,2017-01-13,123000,68571,3,3,1,672,7,2,1,1106,C,-1,1,31,U
19705,69,1,2016-08-25,183000,12904,4,4,1,740,2,6,1,1480,D,-2,8,39,U
19706,65,3,2014-11-27,122500,6353,4,4,1,1036,7,3,1,1346,C,-4,11,38,U
19707,54,2,2014-05-02,315000,3398,3,3,1,679,3,3,1,1242,B,-4,5,46,U
19708,76,2,2014-11-28,142500,5400,3,3,1,588,2,2,1,1320,C,-4,11,40,U
19709,78,2,2017-04-28,250000,9746,4,4,2,806,7,3,1,1900,C,-1,4,40,U
19710,54,2,2016-07-11,236570,9200,3,3,1,860,3,3,1,1203,C,-2,7,33,U
19711,54,2,2016-11-14,357914,4430,3,3,2,828,7,1,0,2000,C,-2,11,1,R
19712,33,3,2015-09-03,36000,4000,3,3,1,834,1,3,1,792,D,-3,9,435,U
19713,75,2,2013-10-07,180000,65776,1,1,1,320,7,6,1,640,D,-5,10,29,U
19714,54,2,2017-03-30,173500,30000,4,4,1,1000,7,3,1,1459,C,-1,3,24,B
19715,75,2,2013-08-30,152000,48352,3,3,1,1432,7,3,1,1534,C,-5,8,45,U
19716,54,2,2014-06-18,426700,6300,3,3,2,837,7,3,1,2409,C,-4,6,34,U
19717,33,3,2016-02-16,135000,43560,2,2,1,720,7,1,1,1080,C,-2,2,71,U
19718,54,2,2013-02-19,213000,4999,2,2,2,768,7,1,1,997,C,-5,2,43,U
19719,54,2,2015-05-14,350000,30143,3,3,2,1562,7,2,1,2549,C,-3,5,10,U
